ProductKey,ProductCode,ProductName,Category,Subcategory,Color,Size,Brand,UnitCost,UnitPriceBase,SupplierID,SupplierName,MinStock,LeadTimeDays
170,TOY-0170,جغجغه نارنجی متوسط,نوزاد و خردسال,جغجغه,نارنجی,متوسط,زرافه,495644,817812,8,ماهان تویز,41,23
171,TOY-0171,چرتکه آموزشی بنفش خانواده,فکری و آموزشی,کتاب داستان,بنفش,خانواده,زرافه,650180,1222338,2,تویز لند,43,8
172,TOY-0172,سرباز اسباب‌بازی سفید بزرگ,اکشن فیگور,ربات,سفید,بزرگ,فانتزی,628745,1251202,8,ماهان تویز,38,20
173,TOY-0173,لگو پلیس آبی خانواده,لگو و ساختنی,لگو,آبی,خانواده,کیدزلند,410476,681390,6,نوین تویز,38,22
174,TOY-0174,ماشین سرعتی نارنجی بزرگ,ماشین و رادیویی,ماشین کنترلی,نارنجی,بزرگ,کیدزلند,561022,936906,7,آریا اسباب‌بازی,19,25
175,TOY-0175,فیگور مرد عنکبوتی سفید بزرگ,اکشن فیگور,ربات,سفید,بزرگ,شادی,537894,978967,2,تویز لند,33,6
176,TOY-0176,کتاب قصه‌های کهن زرد کوچک,فکری و آموزشی,بازی فکری,زرد,کوچک,شادی,475566,908331,9,پویا تویز,21,22
177,TOY-0177,سرباز اسباب‌بازی چندرنگ متوسط,اکشن فیگور,شخصیت کارتونی,چندرنگ,متوسط,زرافه,475361,945968,9,پویا تویز,6,15
178,TOY-0178,عروسک خرسی سبز بزرگ,عروسک,فیگور,سبز,بزرگ,آسمان,232856,407498,6,نوین تویز,15,21
179,TOY-0179,فیگور بتمن سبز خانواده,اکشن فیگور,شخصیت کارتونی,سبز,خانواده,کیدزلند,551145,925923,3,بازی و شادی,20,13
180,TOY-0180,عروسک بامزی زرد خانواده,عروسک,پارچه‌ای,زرد,خانواده,زرافه,164662,293098,8,ماهان تویز,44,6
181,TOY-0181,سرباز اسباب‌بازی سفید بزرگ,اکشن فیگور,ابرقهرمان,سفید,بزرگ,پیکولو,365297,708676,10,دنیای شادی,7,29
182,TOY-0182,لگو آتش‌نشانی سبز کوچک,لگو و ساختنی,لگو,سبز,کوچک,کیدزلند,677531,1016296,5,پارس اسباب‌بازی,23,23
183,TOY-0183,ظروف مهمانی چندرنگ خانواده,مهمانی و بادکنک,ظروف یکبارمصرف,چندرنگ,خانواده,زرافه,193867,304371,5,پارس اسباب‌بازی,26,23
184,TOY-0184,چرتکه آموزشی صورتی کوچک,فکری و آموزشی,پازل,صورتی,کوچک,آسمان,562253,967075,10,دنیای شادی,16,28
185,TOY-0185,بادکنک رنگی زرد خانواده,مهمانی و بادکنک,فشفشه,زرد,خانواده,پیکولو,897390,1328137,1,اسباب‌بازی ایران,30,15
186,TOY-0186,عروسک سخنگو زرد متوسط,عروسک,پلاستیکی,زرد,متوسط,آسمان,341935,499225,5,پارس اسباب‌بازی,26,17
187,TOY-0187,فیگور مرد عنکبوتی بنفش خانواده,اکشن فیگور,شخصیت کارتونی,بنفش,خانواده,فانتزی,526307,784197,3,بازی و شادی,21,28
188,TOY-0188,دندانگیر نارنجی بزرگ,نوزاد و خردسال,عروسک پارچه‌ای,نارنجی,بزرگ,کیدزلند,872252,1264765,7,آریا اسباب‌بازی,39,22
189,TOY-0189,عروسک خرسی بنفش کوچک,عروسک,پولیشی,بنفش,کوچک,شادی,233068,377570,10,دنیای شادی,26,16
190,TOY-0190,پازل چوبی سفید کوچک,نوزاد و خردسال,پازل چوبی,سفید,کوچک,زرافه,629707,1020125,1,اسباب‌بازی ایران,28,4
191,TOY-0191,فیگور شرک بنفش بزرگ,اکشن فیگور,ابرقهرمان,بنفش,بزرگ,کیدزلند,755046,1072165,7,آریا اسباب‌بازی,11,5
192,TOY-0192,پازل سه‌بعدی برج چندرنگ خانواده,لگو و ساختنی,بلوک ساختمانی,چندرنگ,خانواده,دنیای اسباب‌بازی,898350,1536178,2,تویز لند,49,20
193,TOY-0193,موبایل موزیکال زرد بزرگ,نوزاد و خردسال,موزیکال,زرد,بزرگ,فانتزی,463989,798061,2,تویز لند,19,27
194,TOY-0194,بلوک‌های خانه مشکی متوسط,لگو و ساختنی,بلوک ساختمانی,مشکی,متوسط,پلی‌تویز,745283,1125377,2,تویز لند,43,27
195,TOY-0195,ماشین فلزی سبز متوسط,ماشین و رادیویی,هواپیما,سبز,متوسط,کیدزلند,845488,1225957,3,بازی و شادی,48,27
196,TOY-0196,کاغذ رنگی چندرنگ خانواده,مهمانی و بادکنک,ظروف یکبارمصرف,چندرنگ,خانواده,پیکولو,893811,1573107,10,دنیای شادی,8,12
197,TOY-0197,فیگور بتمن بنفش کوچک,اکشن فیگور,سرباز,بنفش,کوچک,پاندورا,795496,1352343,8,ماهان تویز,40,17
198,TOY-0198,توپ بسکتبال قرمز بزرگ,بازی در فضای باز,اسکوتر,قرمز,بزرگ,دنیای اسباب‌بازی,744717,1288360,2,تویز لند,44,19
199,TOY-0199,استخر بادی قرمز کوچک,بازی در فضای باز,استخر بادی,قرمز,کوچک,شادی,577524,941364,5,پارس اسباب‌بازی,41,8
200,TOY-0200,لگو ماشین چندرنگ خانواده,لگو و ساختنی,لگو,چندرنگ,خانواده,پاندورا,902657,1588676,10,دنیای شادی,49,8
201,TOY-0201,عروسک بامزی زرد بزرگ,عروسک,پولیشی,زرد,بزرگ,پیکولو,617601,951105,8,ماهان تویز,26,23
202,TOY-0202,قایق اسباب‌بازی آبی بزرگ,ماشین و رادیویی,ماشین کنترلی,آبی,بزرگ,کیدزلند,178273,276323,9,پویا تویز,8,13
203,TOY-0203,ماشین فلزی بنفش خانواده,ماشین و رادیویی,ماشین کنترلی,بنفش,خانواده,دنیای اسباب‌بازی,115250,216670,9,پویا تویز,28,25
204,TOY-0204,هواپیمای کنترلی سفید خانواده,ماشین و رادیویی,هواپیما,سفید,خانواده,زرافه,847044,1211272,6,نوین تویز,35,10
205,TOY-0205,عروسک خرسی مشکی کوچک,عروسک,فیگور,مشکی,کوچک,دنیای اسباب‌بازی,706052,1412104,7,آریا اسباب‌بازی,10,4
206,TOY-0206,توپ بسکتبال سبز بزرگ,بازی در فضای باز,اسکوتر,سبز,بزرگ,کیدزلند,588718,1148000,10,دنیای شادی,19,8
207,TOY-0207,هواپیمای کنترلی صورتی متوسط,ماشین و رادیویی,هواپیما,صورتی,متوسط,پیکولو,975815,1649127,2,تویز لند,42,21
208,TOY-0208,اسکوتر سبز کوچک,بازی در فضای باز,استخر بادی,سبز,کوچک,زرافه,826235,1512010,9,پویا تویز,15,10
209,TOY-0209,سرباز اسباب‌بازی سفید متوسط,اکشن فیگور,شخصیت کارتونی,سفید,متوسط,پلی‌تویز,492320,935408,6,نوین تویز,9,8
210,TOY-0210,کلاه جشن تولد سبز متوسط,مهمانی و بادکنک,کلاه تولد,سبز,متوسط,کیدزلند,968954,1773185,5,پارس اسباب‌بازی,24,3
211,TOY-0211,بلوک‌های خانه چندرنگ متوسط,لگو و ساختنی,لگو,چندرنگ,متوسط,پیکولو,744159,1279953,7,آریا اسباب‌بازی,5,28
212,TOY-0212,ماشین فلزی چندرنگ متوسط,ماشین و رادیویی,ماشین ساده,چندرنگ,متوسط,پاندورا,774746,1123381,1,اسباب‌بازی ایران,15,6
213,TOY-0213,عروسک پارچه‌ای بنفش بزرگ,نوزاد و خردسال,موزیکال,بنفش,بزرگ,پاندورا,341022,600198,4,کیان تویز,10,20
214,TOY-0214,کتاب قصه‌های کهن زرد بزرگ,فکری و آموزشی,وسایل آموزشی,زرد,بزرگ,پیکولو,470639,814205,8,ماهان تویز,14,14
215,TOY-0215,ظروف مهمانی نارنجی خانواده,مهمانی و بادکنک,فشفشه,نارنجی,خانواده,فانتزی,225678,408477,4,کیان تویز,24,3
216,TOY-0216,ماشین کنترلی شارژی بنفش بزرگ,ماشین و رادیویی,هواپیما,بنفش,بزرگ,دنیای اسباب‌بازی,164660,230523,2,تویز لند,13,13
217,TOY-0217,لگو پلیس سبز بزرگ,لگو و ساختنی,پازل سه‌بعدی,سبز,بزرگ,پاندورا,488971,860588,9,پویا تویز,39,19
218,TOY-0218,ماشین کنترلی شارژی زرد خانواده,ماشین و رادیویی,قایق,زرد,خانواده,شادی,855205,1582129,1,اسباب‌بازی ایران,18,23
219,TOY-0219,پازل چوبی نارنجی بزرگ,نوزاد و خردسال,جغجغه,نارنجی,بزرگ,پلی‌تویز,738941,1448324,7,آریا اسباب‌بازی,16,5
220,TOY-0220,لگو آتش‌نشانی قرمز بزرگ,لگو و ساختنی,پازل سه‌بعدی,قرمز,بزرگ,کیدزلند,94501,173881,6,نوین تویز,26,10
221,TOY-0221,ماشین کنترلی شارژی سفید خانواده,ماشین و رادیویی,ماشین ساده,سفید,خانواده,فانتزی,833102,1541238,8,ماهان تویز,34,5
222,TOY-0222,بادکنک رنگی قرمز بزرگ,مهمانی و بادکنک,بادکنک,قرمز,بزرگ,پلی‌تویز,189337,357846,3,بازی و شادی,18,28
223,TOY-0223,موبایل موزیکال زرد بزرگ,نوزاد و خردسال,جغجغه,زرد,بزرگ,کیدزلند,910630,1447901,1,اسباب‌بازی ایران,46,27
224,TOY-0224,پازل نقشه ایران بنفش کوچک,فکری و آموزشی,کتاب داستان,بنفش,کوچک,کیدزلند,692492,1156461,8,ماهان تویز,44,16
225,TOY-0225,عروسک باربی سفید خانواده,عروسک,پلاستیکی,سفید,خانواده,تویز,902677,1597738,10,دنیای شادی,37,25
226,TOY-0226,فیگور شرک صورتی متوسط,اکشن فیگور,ابرقهرمان,صورتی,متوسط,کیدزلند,455582,797268,9,پویا تویز,21,3
227,TOY-0227,فیگور شرک نارنجی کوچک,اکشن فیگور,شخصیت کارتونی,نارنجی,کوچک,زرافه,409737,704747,8,ماهان تویز,44,10
228,TOY-0228,عروسک سخنگو سفید کوچک,عروسک,پولیشی,سفید,کوچک,شادی,635510,934199,2,تویز لند,10,5
229,TOY-0229,فیگور مرد عنکبوتی چندرنگ بزرگ,اکشن فیگور,ابرقهرمان,چندرنگ,بزرگ,فانتزی,638876,1022201,1,اسباب‌بازی ایران,19,17
230,TOY-0230,فیگور بتمن بنفش خانواده,اکشن فیگور,سرباز,بنفش,خانواده,فانتزی,631470,1086128,3,بازی و شادی,43,29
231,TOY-0231,لگو پلیس سفید متوسط,لگو و ساختنی,ماکت,سفید,متوسط,تویز,794939,1184459,4,کیان تویز,37,7
232,TOY-0232,عروسک سخنگو نارنجی خانواده,عروسک,فیگور,نارنجی,خانواده,دنیای اسباب‌بازی,785214,1169968,8,ماهان تویز,8,24
233,TOY-0233,دوچرخه کودک سفید بزرگ,بازی در فضای باز,توپ,سفید,بزرگ,تویز,722642,1228491,6,نوین تویز,14,3
234,TOY-0234,اسکوتر صورتی خانواده,بازی در فضای باز,توپ,صورتی,خانواده,پاندورا,129828,223304,7,آریا اسباب‌بازی,40,15
235,TOY-0235,ربات جنگجو بنفش بزرگ,اکشن فیگور,ابرقهرمان,بنفش,بزرگ,دنیای اسباب‌بازی,153664,252008,5,پارس اسباب‌بازی,33,10
236,TOY-0236,لگو پلیس صورتی متوسط,لگو و ساختنی,ماکت,صورتی,متوسط,دنیای اسباب‌بازی,175419,270145,5,پارس اسباب‌بازی,16,15
237,TOY-0237,فیگور مرد عنکبوتی مشکی بزرگ,اکشن فیگور,شخصیت کارتونی,مشکی,بزرگ,آسمان,728435,1296614,8,ماهان تویز,40,6
238,TOY-0238,پازل چوبی مشکی خانواده,نوزاد و خردسال,عروسک پارچه‌ای,مشکی,خانواده,تویز,724693,1275459,6,نوین تویز,24,13
239,TOY-0239,جغجغه آبی خانواده,نوزاد و خردسال,موزیکال,آبی,خانواده,شادی,960302,1546086,9,پویا تویز,10,10
240,TOY-0240,ماشین فلزی چندرنگ خانواده,ماشین و رادیویی,ماشین کنترلی,چندرنگ,خانواده,تویز,440888,692194,3,بازی و شادی,47,14
241,TOY-0241,بلوک‌های خانه مشکی خانواده,لگو و ساختنی,بلوک ساختمانی,مشکی,خانواده,پیکولو,914496,1353454,1,اسباب‌بازی ایران,22,27
242,TOY-0242,هواپیمای کنترلی مشکی خانواده,ماشین و رادیویی,قایق,مشکی,خانواده,کیدزلند,278335,512136,10,دنیای شادی,47,14
243,TOY-0243,قایق اسباب‌بازی مشکی بزرگ,ماشین و رادیویی,هواپیما,مشکی,بزرگ,پلی‌تویز,129146,251834,2,تویز لند,9,26
244,TOY-0244,عروسک پولیشی نارنجی خانواده,عروسک,پلاستیکی,نارنجی,خانواده,دنیای اسباب‌بازی,52331,93672,2,تویز لند,32,28
245,TOY-0245,استخر بادی زرد بزرگ,بازی در فضای باز,اسکوتر,زرد,بزرگ,پاندورا,96853,140436,4,کیان تویز,18,10
246,TOY-0246,لگو پلیس بنفش متوسط,لگو و ساختنی,بلوک ساختمانی,بنفش,متوسط,پاندورا,845226,1648190,2,تویز لند,5,16
247,TOY-0247,فیگور مرد عنکبوتی نارنجی بزرگ,اکشن فیگور,سرباز,نارنجی,بزرگ,آسمان,258828,388242,3,بازی و شادی,40,24
248,TOY-0248,ماشین سرعتی زرد کوچک,ماشین و رادیویی,هواپیما,زرد,کوچک,پلی‌تویز,842366,1347785,3,بازی و شادی,44,17
249,TOY-0249,پازل ۱۰۰ تکه مشکی بزرگ,فکری و آموزشی,کتاب داستان,مشکی,بزرگ,پاندورا,417032,596355,9,پویا تویز,13,12
250,TOY-0250,ماشین کنترلی شارژی سفید خانواده,ماشین و رادیویی,ماشین کنترلی,سفید,خانواده,پاندورا,808767,1132273,9,پویا تویز,45,5
251,TOY-0251,دندانگیر آبی متوسط,نوزاد و خردسال,پازل چوبی,آبی,متوسط,شادی,416223,715903,2,تویز لند,15,8
252,TOY-0252,کاغذ رنگی مشکی متوسط,مهمانی و بادکنک,ظروف یکبارمصرف,مشکی,متوسط,دنیای اسباب‌بازی,365955,589187,10,دنیای شادی,38,29
253,TOY-0253,قایق اسباب‌بازی نارنجی کوچک,ماشین و رادیویی,ماشین ساده,نارنجی,کوچک,کیدزلند,468651,717036,9,پویا تویز,48,29
254,TOY-0254,ماشین فلزی سبز بزرگ,ماشین و رادیویی,هواپیما,سبز,بزرگ,پلی‌تویز,166631,251612,6,نوین تویز,11,22
255,TOY-0255,اسکوتر زرد بزرگ,بازی در فضای باز,توپ,زرد,بزرگ,فانتزی,436357,850896,5,پارس اسباب‌بازی,33,13
256,TOY-0256,لگو ماشین چندرنگ متوسط,لگو و ساختنی,بلوک ساختمانی,چندرنگ,متوسط,فانتزی,643296,907047,10,دنیای شادی,25,19
